"Timestamp","Student's ID","Gender","Bac II's Overall Grade","Bac II Mathematics Grade","Department","Do you have difficulties engaging in your online classes during this Covid-19 outbreak?","What kind of difficulties do you commonly have during this period?","I gather with friends to study mathematics as a group.","I seek advice or explanation from my friends, seniors or those who know more about mathematics problems outside formal class hours.","I try to start my homework immediately after math class.","I have a specific time to study mathematics.","I am careful to keep up-to-date with math homework.","I study math eight to ten hours a week besides classroom hours.","I attend math tutor sessions regularly.","I read my math textbook before coming to class.","If I have trouble understanding the text, I find an alternate text or books.","I take notes during my mathematics classes.","I am careful to copy all the steps of math problems in my notes.","I ask questions when I am confused.","I go to the instructor or tutor center when I am confused.","I try to determine exactly when I got confused and exactly what confused me.","I review my notes and text before beginning the homework.","I work problems until I understand them, not just until I get the answers listed in the back of the book.","I develop memory techniques to remember math concepts.","Sought advice from academic staff including lecturers and/or consulting adviser (via Telegram or during online classes...)","Made a class or online presentation on your assigned work.","Worked hard to master difficult contents or lessons in your classes.","Used library resources on campus or online to do your work or expand your horizons.","Worked on an assignment (TD/TP) that required integrating ideas or information from various sources.","Worked with other students on teamwork/projects during class.","Worked with other students outside class to prepare assignments (either during online classes or personal hours).","Used an online learning system to discuss or complete an assignment.","Discussed your grades or assignments with lecturers.","Talked about your career plans or choosing department or majors with friends, seniors, lecturers or advisors.","Discussed ideas from your readings or classes with lecturers outside class.","Received prompt written or oral feedback from lecturers on your academic performance.","Worked harder than you thought you could to meet your lecturers’ standards or expectations.","Discussed ideas from your readings or classes with others outside class (e.g. friends, seniors, lecturers etc.)","I always prepare myself well for my math classes, tests and quizzes.","I often motivate myself to get a good score in math.","I always pay full attention during my math classes.","Mathematics is important for my study and future career.","I feel confident in my abilities to solve mathematics problems.","I can understand my math teacher’s explanation easily.","I spend lots of time to practice mathematics or work on assignments.","I would prefer to write a math assignment than write an essay.","I believe studying of math helps me with problem solving in other subjects.","I like to solve new problems in mathematics.","I am happier in a math class than in any other classes.","It would not bother me at all to take more math courses.","I have usually been at ease during math test.","I have usually been at ease during math course.","I often feel tense and bored in my mathematics class.","I always feel nervous in quizzes or exams of math.","I don’t like working on the homework given by my mathematics teacher.","I am not eager to participate in discussions that involve mathematics.","I get a sinking feeling when I think of trying hard math problems.","My mind goes blank and I am unable to think clearly when working mathematics.","Mathematics makes me feel uneasy and confused.","I feel more nervous and anxious than usual.","I feel afraid for no reason at all.","I get upset easily or feel panicky.","I feel like I’m falling apart and going to pieces.","I feel that everything is all right and nothing bad will happen.","My arms and legs shake and tremble.","I am bothered by headaches neck and back pain.","I feel weak and get tired easily."," I feel calm and can sit still easily.","I can feel my heart beating fast.","I am bothered by dizzy spells.","I have fainting spells or feel like it.","I can breathe in and out easily.","I get numbness and tingling in my fingers and toes.","I am bothered by stomach aches or indigestion.","I have to empty my bladder often.","My hands are usually dry and warm.","My face gets hot and blushes.","I fall asleep easily and get a good night’s rest.","I have nightmares.","Semester 1: Calculus II","Semester 1: Probability and Statistics","Semester 1: Differential Equation","Annual Score"
"2021/08/15 12:36:54 PM GMT+7","e20190202","Male","D","D","GRU","Yes","Low internet speed (cannot hear/see well, ...)","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Rarely","Almost Never","Sometimes","Sometimes","Always","Sometimes","Sometimes","Almost Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Often","Sometimes","Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Neutral","Agree","Neutral","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Some of the time","Some of the time","Some of the time","Some of the time","Good part of the time","A little of the time","Some of the time","Some of the time","Good part of the time","Some of the time","Some of the time","Some of the time","Good part of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","A little of the time","Some of the time","69.74","66.29","49.25","61.7"
"2021/08/15 12:42:10 PM GMT+7","e20190455","Male","C","C","GCI","Yes","Low internet speed (cannot hear/see well, ...);Distraction (home environment, surrounding, people ...)","Sometimes","Rarely","Sometimes","Sometimes","Always","Sometimes","Sometimes","Sometimes","Sometimes","Always","Always","Sometimes","Sometimes","Always","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Often","Sometimes","Sometimes","Often","Sometimes","Sometimes","Never","Sometimes","Never","Often","Sometimes","Sometimes","Agree","Strongly Agree","Neutral","Strongly Agree","Neutral","Neutral","Neutral","Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Disagree","Disagree","Disagree","Agree","Strongly Disagree","Neutral","Neutral","Neutral","Strongly Agree","Some of the time","A little of the time","Some of the time","A little of the time","Some of the time","Some of the time","A little of the time","Some of the time","Good part of the time","A little of the time","A little of the time","A little of the time","A little of the time","Some of the time","Good part of the time","A little of the time","A little of the time","Some of the time","Some of the time","Most of the time","66.47","pro(52.9) and (statistics 64)","84.65","66.06"
"2021/08/15 12:44:05 PM GMT+7","e20190761","Male","B","C","OAC","Yes","Adapt to online learning approach;Distraction (home environment, surrounding, people ...)","Rarely","Sometimes","Sometimes","Sometimes","Rarely","Rarely","Sometimes","Almost Never","Rarely","Always","Always","Rarely","Sometimes","Sometimes","Almost Never","Sometimes","Rarely","Sometimes","Never","Never","Never","Sometimes","Sometimes","Sometimes","Never","Never","Very Often","Sometimes","Sometimes","Never","Sometimes","Agree","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Disagree","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Some of the time","A little of the time","A little of the time","Some of the time","Some of the time","A little of the time","Good part of the time","Good part of the time","A little of the time","A little of the time","Good part of the time","A little of the time","Good part of the time","Some of the time","A little of the time","A little of the time","Some of the time","Some of the time","Some of the time","A little of the time","65.13","52.9","81.65","67.37"
"2021/08/15 12:53:04 PM GMT+7","e20190694","Male","C","B","GCI","Yes","Online class is not interactive;Self motivation;Hard to ask when not sure about something.","Almost Never","Almost Never","Sometimes","Sometimes","Sometimes","Sometimes","Always","Rarely","Rarely","Rarely","Almost Never","Sometimes","Almost Never","Sometimes","Almost Never","Almost Never","Sometimes","Sometimes","Often","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Neutral","Agree","Agree","Strongly Agree","Disagree","Neutral","Disagree","Disagree","Strongly Agree","Agree","Agree","Agree","Neutral","Agree","Disagree","Neutral","Disagree","Neutral","Neutral","Disagree","Neutral","Some of the time","A little of the time","Some of the time","Some of the time","Some of the time","A little of the time","Good part of the time","Good part of the time","Some of the time","A little of the time","Some of the time","A little of the time","Most of the time","A little of the time","A little of the time","Most of the time","A little of the time","Most of the time","Good part of the time","A little of the time","80","65","70","71"
"2021/08/15 12:54:34 PM GMT+7","e20190447","Female","C","B","CGA","Yes","Low internet speed (cannot hear/see well, ...)","Sometimes","Sometimes","Sometimes","Rarely","Always","Always","Always","Sometimes","Rarely","Always","Always","Sometimes","Sometimes","Always","Always","Sometimes","Always","Never","Never","Often","Never","Very Often","Very Often","Never","Sometimes","Never","Often","Never","Sometimes","Never","Never","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Disagree","Strongly Agree","Disagree","Neutral","Neutral","Agree","Agree","Some of the time","Most of the time","Most of the time","Good part of the time","A little of the time","A little of the time","Some of the time","Good part of the time","Some of the time","Some of the time","A little of the time","A little of the time","Good part of the time","Some of the time","A little of the time","A little of the time","Some of the time","Good part of the time","A little of the time","A little of the time","71.65","71.95","68.95","212.55"
"2021/08/15 1:03:30 PM GMT+7","e20191042","Male","C","C","GIM","Yes","Low internet speed (cannot hear/see well, ...);Self motivation","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Rarely","Always","Sometimes","Always","Always","Rarely","Rarely","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Often","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes","Often","Sometimes","Sometimes","Agree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Agree","Agree","Agree","Neutral","Disagree","Disagree","Agree","Disagree","Neutral","Some of the time","Some of the time","A little of the time","Some of the time","Good part of the time","A little of the time","Some of the time","Some of the time","Good part of the time","Good part of the time","Some of the time","Some of the time","Most of the time","Some of the time","Some of the time","Some of the time","Most of the time","A little of the time","Most of the time","A little of the time","Don't remember","74","65","67"
"2021/08/15 1:04:25 PM GMT+7","e20190907","Male","B","A","CGA","No","Distraction (home environment, surrounding, people ...)","Sometimes","Sometimes","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Rarely","Always","Always","Sometimes","Always","Very Often","Very Often","Very Often","Very Often","Very Often","Very Often","Very Often","Very Often","Sometimes","Sometimes","Sometimes","Very Often","Sometimes","Very Often","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Disagree","Neutral","Agree","Neutral","Neutral","Strongly Disagree","Strongly Disagree","Disagree","Neutral","Neutral","Good part of the time","A little of the time","Some of the time","Some of the time","Good part of the time","A little of the time","A little of the time","A little of the time","Most of the time","Good part of the time","A little of the time","A little of the time","Most of the time","A little of the time","A little of the time","Most of the time","Good part of the time","Good part of the time","Some of the time","A little of the time","81.13","83.3","100","85.01 (moyenne)"
"2021/08/15 1:08:33 PM GMT+7","e20191169","Male","B","B","OAC","Yes","Distraction (home environment, surrounding, people ...);Self motivation","Rarely","Rarely","Almost Never","Rarely","Rarely","Almost Never","Rarely","Almost Never","Rarely","Almost Never","Almost Never","Rarely","Rarely","Almost Never","Rarely","Rarely","Almost Never","Often","Often","Sometimes","Very Often","Very Often","Very Often","Very Often","Very Often","Often","Often","Sometimes","Often","Often","Sometimes","Disagree","Disagree","Strongly Agree","Neutral","Disagree","Strongly Agree","Disagree","Agree","Agree","Neutral","Strongly Agree","Neutral","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Disagree","Agree","Agree","Some of the time","A little of the time","Some of the time","Good part of the time","Good part of the time","A little of the time","Some of the time","Good part of the time","Good part of the time","A little of the time","A little of the time","Some of the time","Good part of the time","Some of the time","Some of the time","Some of the time","Some of the time","A little of the time","Most of the time","A little of the time","65","56 ","53","63"
"2021/08/15 1:12:10 PM GMT+7","e20191088","Female","C","C","GRU","Yes","Low internet speed (cannot hear/see well, ...);Distraction (home environment, surrounding, people ...);Self motivation","Rarely","Almost Never","Sometimes","Sometimes","Always","Sometimes","Always","Rarely","Always","Always","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Often","Sometimes","Often","Often","Often","Often","Often","Often","Sometimes","Never","Sometimes","Sometimes","Often","Sometimes","Agree","Agree","Disagree","Strongly Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Disagree","Neutral","Neutral","Strongly Agree","Disagree","Neutral","Agree","Agree","Neutral","Most of the time","Good part of the time","Good part of the time","Good part of the time","Good part of the time","Some of the time","Most of the time","Good part of the time","Some of the time","Good part of the time","Good part of the time","Good part of the time","Good part of the time","Some of the time","Some of the time","Some of the time","Good part of the time","Good part of the time","Some of the time","A little of the time","65.15","68.88","73.95","66.91"
"2021/08/15 1:13:55 PM GMT+7","e20190572","Male","B","A","GCI","No","Distraction (home environment, surrounding, people ...);Self motivation","Almost Never","Almost Never","Rarely","Always","Always","Almost Never","Sometimes","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Almost Never","Always","Sometimes","Always","Never Even Thought of","Sometimes","Very Often","Sometimes","Sometimes","Sometimes","Often","Sometimes","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Agree","Neutral","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","Agree","Agree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Neutral","Disagree","Strongly Disagree","A little of the time","A little of the time","Some of the time","A little of the time","Good part of the time","Some of the time","Some of the time","A little of the time","Good part of the time","Some of the time","A little of the time","A little of the time","Good part of the time","A little of the time","A little of the time","A little of the time","Some of the time","A little of the time","Some of the time","Some of the time","95.6","93.65","97","87.8"
"2021/08/15 1:15:08 PM GMT+7","e20190161","Female","C","E","GEE","No","Distraction (home environment, surrounding, people ...)","Sometimes","Sometimes","Always","Always","Always","Always","Sometimes","Sometimes","Sometimes","Sometimes","Always","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","Often","Sometimes","Often","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Neutral","Neutral","Agree","Neutral","Agree","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Strongly Disagree","Disagree","Disagree","Disagree","Neutral","Neutral","Disagree","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","A little of the time","A little of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","A little of the time","A little of the time","Some of the time","A little of the time","Some of the time","A little of the time","A little of the time","Some of the time","66.36","81.3","73.95","73.8"
"2021/08/15 1:24:21 PM GMT+7","e20190752","Male","B","A","GCI","Yes","Low internet speed (cannot hear/see well, ...);Adapt to online learning approach;Distraction (home environment, surrounding, people ...);Self motivation","Almost Never","Sometimes","Sometimes","Rarely","Sometimes","Almost Never","Sometimes","Rarely","Rarely","Sometimes","Rarely","Sometimes","Almost Never","Sometimes","Always","Rarely","Almost Never","Sometimes","Never","Sometimes","Never","Sometimes","Often","Sometimes","Sometimes","Never","Never","Never","Never","Sometimes","Sometimes","Agree","Agree","Neutral","Agree","Disagree","Neutral","Neutral","Disagree","Neutral","Disagree","Neutral","Disagree","Disagree","Disagree","Agree","Agree","Neutral","Agree","Strongly Agree","Agree","Agree","Good part of the time","Some of the time","Good part of the time","Some of the time","Good part of the time","A little of the time","Some of the time","Some of the time","Some of the time","Good part of the time","Some of the time","A little of the time","Good part of the time","Some of the time","Some of the time","Some of the time","Good part of the time","A little of the time","Some of the time","Good part of the time","14","20,8","30","37"
"2021/08/15 1:25:31 PM GMT+7","E20190869 ","Male","B","A","GCI","No","Low internet speed (cannot hear/see well, ...);Devices use in online learning (inadequate);Self motivation","Sometimes","Sometimes","Always","Always","Always","Sometimes","Always","Always","Sometimes","Always","Always","Always","Sometimes","Always","Always","Always","Always","Sometimes","Sometimes","Sometimes","Often","Often","Never","Never","Sometimes","Often","Sometimes","Sometimes","Sometimes","Often","Sometimes","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","A little of the time","A little of the time","A little of the time","A little of the time","Most of the time","A little of the time","Some of the time","Some of the time","Good part of the time","A little of the time","A little of the time","A little of the time","Most of the time","Some of the time","A little of the time","Some of the time","A little of the time","A little of the time","Good part of the time","A little of the time","68.75","61.6","74.3","74.06"
